Video ID,Comment,Toxicity,Type,target
NWsNVfHsuF0,"يلوموني بحب بلدي
ياخي وقسم فخر",0,,
u8Y9W0rFGZU,صياحك طرب,1,1,1
qej8hvq2lZo,ه منتظر هالفيديو,0,,
qej8hvq2lZo,بلاه سوي لفيربول,0,,
NWsNVfHsuF0,انا اركبك,1,2,1
NWsNVfHsuF0,الحمدان سجل باليسار لانه مايتشرف يسجل عليكم باليمين,1,1,4
NWsNVfHsuF0,استفزاز يونس محمود للمنتخب سعودي اشعل حماس لاعبي المنتخب السعودي,0,,
NWsNVfHsuF0,الف الف مبروك لنا وفالنا الكاس ان شاءالله,0,,
u8Y9W0rFGZU,انا ما استغرب من تخبط هالانسان وتصرفاته اللامنطقيه الي وصلته الحضيض وحالة الانبطاح في مستنقع الخنازير حرفيـاً بس استغرب من الي يعطونه لايك او اعجاب شوضعهم؟,1,1,1
u8Y9W0rFGZU,العار على كل برشلوني لبس تيشيرت البايرن وهو وكلكم خرة ب ٨ اهداف تاريخية في خسارة القرن لبرشلونةاحنا الريالين نخليك تفرح في بداية اللعبة وفي نهايتها تبجي ويطيح حضك لان الريال دائما  يقلب النتيجة  موتو  بقهركم لان يبقى الريال  هو نادي القرن وانت الناس تعفطلك من الظراط مالتك وتعليقك السخيف اللي يدل عن حقد وكره لهذا النادي العظيمموتو بقهركم البرشلونينوانت الله يطيح حضكاخر شي اكلك اني قلما ارد  بس انت تستاهل كل الاهانة,0,,
qej8hvq2lZo,ترى فان دايك راح شوربة أمس,0,,
qej8hvq2lZo,"جلوري في البداية   الي بعدو 

جلوري في النهاية   خلاص يكفي",0,,
EF9RniqmCzM,الحسد عندك على ملك أوروبا مو طبيعي,0,,
gvURpU4zGuQ,ذالحين ليش هؤلاء الناس مشغولين باليمن  اذا هو اصل العرب او لا  كل مره يطلع لنا مهرج,1,1,1
EF9RniqmCzM,"أفشل قنات عرفتة انت وسلوكك الزفت
ومكيف برشلونة فازت خمسة هم ريال بيتيس يا فهيم",1,1,1
qej8hvq2lZo,لا تقلق,0,,
qej8hvq2lZo,ابلع يا جلوري,1,1,1
qej8hvq2lZo,خلطوهم ابلع,1,1,1
NWsNVfHsuF0,كس اخت العراق البي تربينه,1,2,1
qej8hvq2lZo,ترى مو  اليونايتد بس حتى ليفربول و انضربت  بالسبعة اللي راه يصير مو طبيعي يا اخوان,0,,
EF9RniqmCzM,صراحة اتفق معك فريقنا سيء جدا ولكن لاعبين الوسط رائعين بيليكاماتشوامينيفالفيردي,0,,
qej8hvq2lZo,الله يعدل فريق مانشستر يونايتد النشالله,0,,
u8Y9W0rFGZU,البايارن مبلعينو  و يشجعهم الغبي,0,,
qej8hvq2lZo,ه تبي الثاني والثالث والرابع والسادس تكل,0,,
NWsNVfHsuF0,من سوريا الف مبروك للاخضر,0,,
u8Y9W0rFGZU,افشل مشجع شفته بحياتي  فريق مبلعك ٨ وشجعهم,1,1,1
gvURpU4zGuQ,"اليمن أصل العرب والعروبه وأساس الجزيره العربية ومطلق البشريه وأساس جنس العربي اليمانين جدهم النبي هود 
القذر يحاول تزوير  اليمن بلاد قحطان الكبرى",0,,
u8Y9W0rFGZU,"لك انت مو عار عليك تشجع الفريق يلي ماسح بكرامتك الأرض
أبلع أبلع",1,1,1
qej8hvq2lZo,حبك فله,0,,
qej8hvq2lZo,تستاهل تتشمت برشلونة تستاهل,0,,
NWsNVfHsuF0,كفو يخضرمن الاردن,0,,
EF9RniqmCzM,يبقا للريال مدريد الفضل عبر التاريخ,0,,
EF9RniqmCzM,ريال مدريد ليس سروال اختك,1,2,1
NWsNVfHsuF0,والسعودييسهل الفوز,0,,
qej8hvq2lZo,القم انا اشجع مان ستي القم ه ٦ ١,1,1,1
qej8hvq2lZo,في وقتك الله يصبرك على اللي يصير,0,,
qej8hvq2lZo,طيب جلوري ارنولد و جو غوميز انجليز,0,,
gvURpU4zGuQ,خلاص قلها اسرائيل أصل العرب وخلنا من اليمن ولا شاغل بالكم غير اليمن,0,,
gvURpU4zGuQ,"اصل العرب هي نقش على الزب اليمني بحرف عربي اصيل على علماء الاثار الكشف عنها  لانو الرجوله والشهامه والنخوه من الزب الاصيل وليس الهجين 
فهمو علماء الاثار يبنيري",1,2,1
qej8hvq2lZo,والسابع ضاع,0,,
qej8hvq2lZo,كلود كلوري مانشستر يونايتد,0,,
qej8hvq2lZo,اكثر فيديو انتظره الله يسعدك,0,,
NWsNVfHsuF0,الف مبروك للمنتخب السعودي العربي الشقيق والله من قبل بداية اللعبة دعيت الفوز للاخضر السعودي يستحقون الفوز والتأهل لان منتخبنا فاشل كلهم يلعبون واسطات ولاعبين عاهات ع المنتخب  العراق تحية لأخواني السعوديين أهل السُنة,0,,
qej8hvq2lZo,"ابلع حبيبي اليونايتدين 
تشيلساوي مر من هنا",1,1,1
EF9RniqmCzM,ه واحد غبي يعني دكول نشيل بلنغهام ونجوف نتائج ريال مدريد هو غير لاعب الريال شكو تشيله بعدين الفريق كله مصاب من الحارس للمهاجم، وشي ثاني خط وسط مدريد الي مو عاجبك اقوى خط وسط بالعالم حاليا بلينغهام وفيدي وتشاوميني وكمافيغا وسيبايوس وغولر بعيدا عن كروس ومودريتش، وكل الفرق تتمنى لو واحد منهم، وجاي تقارن خط وسط برشلونه جافي وبيدري بخط وسط مدريد,1,1,1
qej8hvq2lZo,الله يعينك على مانشستر يونايتد يا يا اخوي,0,,
u8Y9W0rFGZU,يا أخي شوفلك كرامة رخيسة من امازون او علي اكسبراس,1,1,1
u8Y9W0rFGZU,اترك الفرق وشجع فريقك الي كل أندية أوروبا الكبيره والصغيره عملت عليكم حفلة,0,,
EF9RniqmCzM,"مدافعين الدوري السعودي
مدافعين الدوري الامريكي",0,,
qej8hvq2lZo,"تصنف عله برشلونه مو
ابلع يا زك ابلع",1,2,1
EF9RniqmCzM,ريال مدريد أصلا ختم كرة القدم فاز بكل الألقاب الممكنة، أما فريقك آخر دوري أبطال فاز به كان فينيسيوس لسا بيدرس في المتوسطة,0,,
u8Y9W0rFGZU,انت كل سنه صيح نهائي الموسم قول حكم,0,,
NWsNVfHsuF0,اذلال باارض الاعداء مع الاسف العراق العظيم صار مضحكه لاهل البعران,1,2,1
NWsNVfHsuF0,والله اللي احلى من فوز السعودية صياح جاي من هناك، صياح كله طرب لا تقولي ام كلثوم و لا عبد الحليم، كلما اسمع صياحهم ، بس في عتب على مسؤولين كأس الخليج كان لازم يسمحه للاردن  يشترك في البطولة بصفة خاصة كان طرب عالأصول، السعودية كفت ووفت و قول و فعل,1,1,1
qej8hvq2lZo,الي حرقو علي موت ساشا,0,,
NWsNVfHsuF0,اللعب سيى لان الاداره للمنتخب والاتحاد سيئه,1,1,1
NWsNVfHsuF0,المعلق من سوق الجمعه جايبينه,1,1,1
qej8hvq2lZo,ماغوير يافلاته يارأس مربع,1,1,1
qej8hvq2lZo,ياحبيبي ترى ليفربول جاي على الطريق,0,,
oeNHYAiggks,تنتقد محتوى الناس و ما شايف محتواك عى الاقل باور يتعبو على محتواهم مو زيك ك محتواك رده فعل نادر ما تلقي محتوى متعوب عليه و بعدين ترا باور ما لهم دخل هاذا كله من تعليقات الفانز و لا تصير اناني كل ما شفت احد افضل منك رحت حاولت تسقطهم لاكن باور ما راح يسقط و بعد فانزات باور مره زودوها,0,,
qej8hvq2lZo,فرحت لان شفت جلوري حزنان ضايج,0,,
u8Y9W0rFGZU,اوسخ مشجع برشلوني بالتاريخ,1,1,1
EF9RniqmCzM,قسماً بالله اتابعه حتى اضحك على غبائه,1,1,1
qej8hvq2lZo,"القم القم القم 
طقطقة على البرسا مره تانيه",1,1,1
qej8hvq2lZo,جلوري فصل على الرئيس,0,,
oeNHYAiggks,فديت باور الى حارقينك,0,,
EF9RniqmCzM,كيف أداء ريال مدريد سيى ويفوز بالحظ الظاهر انت ماشفت المبارة ريال مدريد كان لازم يفوز  واحد,0,,
u8Y9W0rFGZU,غثيث بشكل مو طبيعي هالانسان,1,1,1
qej8hvq2lZo,نريد ردة فعلك على لفربول,0,,
u8Y9W0rFGZU,"هذا مو عبدالله اللي اعرفه 
انا اعرف عبدالله حق الاكل",0,,
qej8hvq2lZo,والله مهزله شخص ماله دخل بام الكره يستلم نادي بحجم اليونايتد مهزله,1,1,1
qej8hvq2lZo,اللقمم  وريمونتادا تذكر يوم كنت تضحك على خسارة برشلونة  ابلع وانت الحين تصيح تخسرون ضد توتنهام لو لعبتوا ضد بايرن تخسرون اكثر من,1,1,1
qej8hvq2lZo,سون سون جن جنون الكوري ابلع,1,1,1
gvURpU4zGuQ,بالمناسبة سموه الدكتور علي الغلبان افضل,1,1,1
NWsNVfHsuF0,كل متش لازم ركله جزاء للسعوديه,0,,
qej8hvq2lZo,"انت مش عارف انو نحنا نحضر ردة الفعل عشان نضحك عليك 
احسن فيديو انت سويته هاذا",0,,
qej8hvq2lZo,الدقيقة ٧١٧ هدي شويه,0,,
qej8hvq2lZo,حلو المان يونايتد يبلع  و ليفاربول يبلع  حلو,1,1,1
qej8hvq2lZo,غير فريقك الخرا,1,1,1
NWsNVfHsuF0,خبز  عباس ه  دعسوكم دعس  مبروك سعوديه,1,1,1
EF9RniqmCzM,هلا مدريد,0,,
EF9RniqmCzM,دائما مبدع النعيمي,0,,
NWsNVfHsuF0,"كُـُڛــ آځـٌٌـٌٌتـٌـٌٌـ آلُـِـِِـِـِِـِـعٌـِـِِـِـرآقٌ مـْـْْـْن قٌــلُـِـِِـِـِِـب آلُـِـِِـِـِِـِـڛــعٌـِـِِـِـوُڊيه
الف مبروك ل الاخضر السعودي",1,2,1
NWsNVfHsuF0,الله فك للمنتخب السعودي من العاهه عبدالاله المالكي,0,,
qej8hvq2lZo,وين ياغلوري مش قولت مورينيو مدرب منتهي تكتيكيا منذ خروجه من الريال,0,,
qej8hvq2lZo,ه خرا,0,,
NWsNVfHsuF0,مبارك للاخضر السعودي الفوز اردني عاشق الأخضر,0,,
NWsNVfHsuF0,"مره ثانية لحد يهايط على السعودين نهايتها صياح
أنا السعودي قول وفعل قالوها الرد في الملعب",1,1,1
u8Y9W0rFGZU,التعليقات جلد النعيمي لان ما يعرف يسولف او يكره مدريد,0,,
u8Y9W0rFGZU,يعني أنت تشجع بائر ميونخ نسيت ال ثمانية ه,0,,
qej8hvq2lZo,القموا بس قاعد تطقطق على البرشا القموا ياخي اخيرا ي شيخ ٦٧٦,1,1,1
qej8hvq2lZo,ماقويرة ثلاجات رأس مربع ه,1,1,1
NWsNVfHsuF0,من الاردن الف الف مبروك لجيرانا,0,,
NWsNVfHsuF0,منتخب عراقي ضعيف جدا,1,1,1
u8Y9W0rFGZU,"بني ادم مقرف جداً وبشكل فضيع وتافه بس مو غريبه عليك كونك برشلوني أهبل مهيون ومذلول ممسوح في كرامة ناديك الارض
ولا تفقه في كرة القدم شيء",1,2,1
qej8hvq2lZo,استهبال ولا استهبال,0,,
EF9RniqmCzM,اول تعليق,0,,
qej8hvq2lZo,تعال شجع البافاري يا حبيبي,0,,
NWsNVfHsuF0,هذا رد بسيط من الاخضر ه تم الخلط بنجاح,0,,
qej8hvq2lZo,زعلان يقارنونه بفان دايك وش صار لفان دايك يا حلو,0,,
NWsNVfHsuF0,مبروك للمنتخب وعودة جميع اللاعبين لبعض مستواهم يونس أحمد أخذ إهتمام مبالغ فيه فهناك لاعبين عراقيين يفوقونه مستوى ومهارة على مر تاريخ العراق الكروي,0,,
EF9RniqmCzM,عمي مدريد عمك انت غبي لانك برشلوني اشرب بنادول وصحصح,1,1,1
qej8hvq2lZo,اللقم حس بشعور البرشلوني وهو يشوف ردة فعلك,1,1,1
EF9RniqmCzM,نتا واحد جلب خرا عليك يذه ريال مدريد بكون بفضل مستوياتو ما بعجبك تلحس اجري ريال مدريد يوم جابو دوري ابطال من موسمين يوم خصرو ستي وله اشي كنت تقول حض روح نقلع احسنلك,1,2,1
u8Y9W0rFGZU,ريال مدريد لايسات جحشلونة ياجحشلوني تداكار  موقابيل  ليتاريخ   اما ريال ستراهو في نيهاءي ياجحشلوني ه   عماك عوصمان ديمبيلي لاعيب نضيف ه,0,,
qej8hvq2lZo,القم لا عاد اشوفك تشجع اليونايتد,1,1,1
NWsNVfHsuF0,كلنا واحد سعودي وعراقي ويونس يمثل حاله بالله عليكم خلو الفتن والرياضه تجمعنا لا تفرقنا تحياتي للجميع,0,,
gvURpU4zGuQ,السعودية هي أصل العرب ارتاحوا ه خلاص كذا تمام نكون حتى من أصل الجن يأخي تكلموا عن غزة وفلسطين يكفيكم إعلام تافه ويخدم الملوك,1,1,1
qej8hvq2lZo,ه مسكين,0,,
EF9RniqmCzM,يا هطف انت وياه,1,1,1
qej8hvq2lZo,هردلك ومبروك للتوتنهام الحمدالله اني اشجع تشلسي مالي دخل فيهم,0,,
qej8hvq2lZo,ممكن تدعولي انحف,0,,
gvURpU4zGuQ,"الحقيقة لاندري لماذا دكتورنا العزيز تناول هذا الموضوع العميق بهذه السطحية مبتعدآ عن المنهج العلمي الرصين وهو يعلم بلا شك انه توجد العديد من الشواهد العلمية والأثرية التي تشير إلى أن اليمن وجنوب السعوديه هو من اقدم الحضارات الإنسانيه وأصل العرب، ومنها

الشواهد الأثرية
 المعابد والتماثيل اكتشاف معابد وتماثيل تعود إلى العصور القديمة ، مثل معبد برآن ومعبد عكران في مأرب
 النقوش السبئية النقوش السبئية التي عُثِر ، مثل نقش مأرب، تُظهر اللغة والثقافة العربية القديمة
 المستوطنات البشريه القديمة  اكتشاف مستوطنات قديمة تعود للعصر الحجري في اليمن، 
 الأثار المائية اكتشاف أنظمة الري القديمة في اليمن، مثل السدود والقنوات

الشواهد التاريخية
 التراث الشفوي التراث الشفوي العربي الذي يروي قصصًا عن الأصول العربية
 المراجع الإسلامية كثير من المراجع الإسلامية  تشير إلى أن اليمن كأصل العرب، وكذلك عدد من الاحاديث النبويه الشريفه 
 المراجع اليونانية والرومانية المراجع اليونانية والرومانية التي تشير إلى اليمن كأصل العرب، مثل كتابات هيرودوت
 التاريخ العربي القديم التاريخ العربي القديم الذي يشير إلى اليمن كأصل العرب

الشواهد العلمية
 الدراسات الجينية الدراسات الجينية التي تشير إلى أن اليمن هو أصل العرب، مثل دراسة       عام 
 الدراسات اللغوية الدراسات اللغوية التي تشير إلى أن اللغة العربية القديمة نشأت في اليمن
 الدراسات الأثرية الدراسات الأثرية التي تشير إلى أن اليمن هو أصل العرب، مثل دراسة      عام 
 الدراسات التاريخية الدراسات التاريخية التي تشير إلى أن اليمن هو أصل العرب

المصادر
 تاريخ اليمن د محمد عبد الله العشماوي
 التراث الشفوي اليمني د عبد الله محمد الحاج
 الدراسات الجينية لشعب اليمن د أحمد محمد علي
 الدراسات الأثرية في اليمن د محمد عبد الله باكير
المفصل في تاريخ العرب قبل الإسلام د جواد علي",0,,
u8Y9W0rFGZU,انت اوسخ واحد شفته بعد مباراة الاياب الحقد مايخليك تحلف وتقسم على هدف وصحيح كمان انت اوسخ من الوسخ,1,1,1
qej8hvq2lZo,اه يا سولشاير عليك ان تبيع ماجوير الان,0,,
qej8hvq2lZo,ابلع حبيبي يا ربع العار اليونايتد,1,1,1
qej8hvq2lZo,"إن مع العسر يسرا 
إن شاء الله يتحسن اليونايتد قريبا",0,,
qej8hvq2lZo,"هات الي بعدو 
    
ايش هاذ يا ميغواير يا حمار  يا ثلاجة يا  ابو راس مربع 
وربي مت ضحك",1,2,1
qej8hvq2lZo,نبغى ليفرفول واستون فيلا تكفى,0,,
qej8hvq2lZo,والله لو اني بدالك ياقلوري اترك الفريق كله منفخوين يارجل انا لو اجي اجيب التعادل  لكن الله يعينكم ومجموعتكم مع اياكس  حمدلله اني مدريدي,0,,
qej8hvq2lZo,بالله حط طوط جلوري على السب على الاقل,0,,
qej8hvq2lZo,ليفربول لم يتروكم ه,0,,
qej8hvq2lZo,ه ما هي شماته بس ل دار الزمن تعجبني سواياه,0,,
gvURpU4zGuQ,كل شهر وطلعو لنا هل اليمن اصل  العرب يا اخي نحن مش عرب ولا يشرفني ان أكون عربي,1,1,2
qej8hvq2lZo,الكسندر آرنولد انجليزي يلعب في ليفربول,0,,
u8Y9W0rFGZU,عبدالله النعيمي اكثر  دليل على ان البشر ممكن ينبح,1,1,1
NWsNVfHsuF0,الف مبروك من العراق للسعوديه وتستحقون الفوز تنضيم ودفاع وهجوم ممتاز احسنتم  وأن شاء الله الكأس,0,,
qej8hvq2lZo,تره جلوي انت نسيت ارنولد لمن جنت تحجي عل الانكليز بس طبعا متكدرد تحجي عليه لان الاعب ممنفوخ ارنولد والكل يدرون ارنولد افضل ضهير ايمن بل عالم,0,,
qej8hvq2lZo,ليه الشاشه ماهي واضحه بالفيديو,0,,
gvURpU4zGuQ,انت الغبان اصلك يمني من بيت الغبان من وصاب السافل  تعال شوف اين بيت الغبان نوقعهم على الخريطه وبعظى تكلم والله ضخكتني بس بيت الغبان ناس محترمين في اليمن ومعرفوه قبيلتهم,1,2,2
qej8hvq2lZo,يا ابو ستة,0,,
EF9RniqmCzM,لو شنو يصير مدريد متربع على عرش دوري الابطال,0,,
EF9RniqmCzM,عاساس برشلونه الموسم الماضي كان مقنع؟ اغلب النتائج كانت  فعلا غريب جمهور برشلونه,0,,
u8Y9W0rFGZU,وحلقة جميل جدا فكرة رائعة,0,,
u8Y9W0rFGZU,ياض االقرقه ال بتشجعها فشختك  تمانيه يخربيت كده,1,2,1
NWsNVfHsuF0,المعلق محايد حتى لو هوه منتخبهم لكن مش بكل هذا الحماس للسعوديه لكن هدف العراق لمن سجلو هدف اكتظم ولا جاب كلمه جميله  الله يقلعك معلق,0,,
qej8hvq2lZo,خلوطهم خلط لليونايتد,1,1,1
u8Y9W0rFGZU,صراحة محلل وصانع محتوى فاشل كليوم بشجع فريق ه ما تخجل من حالك,1,1,1
EF9RniqmCzM,مانمشي عكلامك ريال مدريد فوق راسك نفس مباراه الستي اعترفت بنفسك انها شخصيه البطل,1,1,1
qej8hvq2lZo,يسب ه,0,,
qej8hvq2lZo,يلا ابلع قبل ايام جالس تضحك ع برشلونا ابلع ابلع,1,1,1
gvURpU4zGuQ,"طيب فين اثباتك و فين النقوش الذي تتكلم عنها قول لنا ايش قالت النقوش الذي تتحدث عنها و فين اكتشفتها وايش الخط الذي كتبت بها وتتبع اي مملكه او منطقه اسرد لنا ماتوصلت اليه  بموضوعيه وبلاش العتة الذي قاعد تتحدث فيه والتشكيك بدون ماتطرح اي دليل حتى لو دليل اهبل مثلك على روايتك يا شايب
اذا كانت مكه اقدم مدينه في وسط شبه الجزيرة كانت خاليه جردا مجرده من اي حياه حتى نزل فيها ابراهيم وزوجته وابنه ولحقت بعدهم قبيلة جرهم اليمانيه فمابالك بباقي الارض الصحراويه التي الى الان لا احد يستطيع السكن فيها في نجد لشدة حرارتها في النهار وانعدام الغذاء والماء وقسوة برودتها في الليل 
اما النقوش الذي تتحدث عنها فهي خطوط ماخوذه من المسند اليمني بحسب علما الاثار واقدم الكتابات هيا السبائيه فبلاش عبط وعته لانكم في تلك العصور كنتم اميين ولا تستطيعون الكتابه اصلاً فعن اي نقوش تتحدث يامعتوة",1,2,1
qej8hvq2lZo,للاسف جلوري الدقيقة ٢ ما كان يعرف ان جلوري الدقيقة  كان ما راح ينزل الفيديو,0,,
qej8hvq2lZo,القم ه,1,1,1
qej8hvq2lZo,"سنة غريبة 
ليفر اكلو  
اليونايتد اكلو 
و السيتي  
وبرشا",0,,
qej8hvq2lZo,انت تقول مافي الا برونو يقاتل ترة برونو ما شفنا الا في ركلات الجزاء لا غير,0,,
NWsNVfHsuF0,العراق كذبة مرة جاب بطولة آسيا لأنهم كأنو ياخدو منشطات ، ولغاية الان عايشين جو الكذبة,0,,
NWsNVfHsuF0,العراق جايه للقلب,0,,
EF9RniqmCzM,"ياهي هذا الشخص عنده هوس اسمه ريال مدريد و انفلونزا اسمها كريتيانو  
يعني لما فريقك حسم الدوري السنة الماضية بالفوز  بدون اداء كان عادي واهم شيئ ال نقاط",0,,
qej8hvq2lZo,تره ارنود ظهير ليفربول انكيلزي ايضا انت تكول بي هندوسن,0,,
qej8hvq2lZo,بدون ماتقول ان فريقك راح يخسر هو راح يخسر كذا ولا كذا فريق وضيع,1,1,1
EF9RniqmCzM,اكثر برشلوني اكرهه وميحجي بحيادية دايما حاط برشلونة احسن بكلشي وهو فريقه بمباره وحدة فازو خمسه طلع صياحهم ترا جولات هواي والايام جايه هواي نشوفكم بعدين,0,,
u8Y9W0rFGZU,يا مهان يا عديم الكرامه تشجع الفريق الي اغتصبكم  ه,1,2,1
qej8hvq2lZo,ابي اغنية الباكقروند اول بداية المقطع,0,,
qej8hvq2lZo,انه مدريدي لكن من شفت المباراة انصدمت,0,,
qej8hvq2lZo,سو ردة فعلك على انتقال كافاني,0,,
qej8hvq2lZo,ارنولد انغليزب لكن ممتاز مو منفوخ,0,,
qej8hvq2lZo,سبب الخسارة هو المدرب لأن مفلس تكتيكيآ وفاشل وبوغبا ضايع بالملعب لوك شاو حمار ومايغواير حمار الحنسه الوحيدة بالفريق برونو فيرنانديز,1,1,1
qej8hvq2lZo,"عبد العزيز اول المباراة هات لي بعدو
آخر المباراة يا رجال كل زق",1,1,1
EF9RniqmCzM,اخوك من المغرب هلا مدريد,0,,
u8Y9W0rFGZU,يخي شكد متستحي كرامتك إلى أين,0,,
qej8hvq2lZo,آرنولدلن ينسان الله,0,,
qej8hvq2lZo,والله لو تجبون   والله  انكم تبونا,0,,
qej8hvq2lZo,ما لاحظتوا انو وقت عبدالعزيز مدح ليفربول خسرو,0,,
EF9RniqmCzM,الريال عمك  تتذكر الرباعيه,1,1,1
u8Y9W0rFGZU,كل مباراة لريال مدريد اجي اشوف صياحك,1,1,1
NWsNVfHsuF0,السعودية طردت العراق من الكويت مرتين,0,,
qej8hvq2lZo,يبو راس مربع,1,1,1
EF9RniqmCzM,ترا الغيابات تفرق يا قلبي,0,,
EF9RniqmCzM,اتمنى تبطل تحليل كرة القدم إذا مدريد ممل ايش تقول عن استحواذ ٪لبرشلونة بدون فائدة,0,,
qej8hvq2lZo,هنا ظهر عبد العزيز على حقيقته,0,,
u8Y9W0rFGZU,طاح حضك,1,1,1
gvURpU4zGuQ,ه ياغلبان ماعندك عمل,1,1,1
EF9RniqmCzM,"انصف انصف الفريق سيء من نواحي كثير بس كيبا جيد حتى الان ما عنده ذيك الاخطاء لا تكون حاقد
 الفريق لما يخرج بالكورة يخرج صح يعرف من اين تاكل الكتف والمسم في بدايته ما تقدر تحكم انو موسم صفري 
 بعدين بيتيس ذي اول مباراة لهم بعد بيعهم لقلب دفاع لعب موسمين كاملين بشكل اساسي معهم وهم سيئين من بداية الدوري ماهم مقياس لشيء",0,,
u8Y9W0rFGZU,انت اسوء مشجع,1,1,1
qej8hvq2lZo,القم القم,1,1,1
qej8hvq2lZo,اقصر قصه هياط,0,,
NWsNVfHsuF0,شمي صد,0,,
u8Y9W0rFGZU,عبدالله العبسي ه ابلع يبو ثمانية,1,1,1
u8Y9W0rFGZU,يعني تشجع نادي جلادك الابدي ب ابطال,1,1,1
EF9RniqmCzM,افضل صانع محتوى,0,,
qej8hvq2lZo,لكم رجعة إن شاء الله,0,,
qej8hvq2lZo,ابلع ه تشمت ببرشلونه اجل,1,1,1
oeNHYAiggks,"ياخي كله سوء فهم لإنه في واحد حيوان منشن مستر شنب على هاد المقطع اللي بيحكي فيه روب عن محتوى مستر شنب و كان جزء قصير من المقطع و ماحدا كمل المقطع و بعدين دايما باور بيمزحوا و ما يقصدوا الإساءة و عادي بس انتوا كتير شديتوها و أصلا هاد المقطع اللي صوره روب أيام المقر قبل أربع سنوات هلا تذكر هاد الشخص انه يمنشن مستر شنب يعني الحق كله على الشخص هداك لإنه نشر فتنة 
بس صراحة في فانز ل باور يشدوها شوي",1,2,1
qej8hvq2lZo,القم الثلاجه تضحك علي برشلونه,0,,
u8Y9W0rFGZU,والله انك   ان جس   إنسان و  أو سخ   إنسان و تا فه  وتحلف كذب و سبحان الله دايما نهايتك مسخره و تنكيس وسواد وجه,1,1,1
oeNHYAiggks,اقول بس سد فمك و اسكت ياللي محتواك بس الالوان يا وصخ يا كرنجي,1,2,1
qej8hvq2lZo,ابلع يبو راس مربع,1,1,1
qej8hvq2lZo,أنا جاي قبل مباراة اليوم,0,,
qej8hvq2lZo,كفو استمر,0,,
qej8hvq2lZo,مبروك على جمهور الليفر الخسارة المدلة كدام أستون فيلا,0,,
u8Y9W0rFGZU,صياحك نحبه واصل صيح,1,1,1
NWsNVfHsuF0,السلام عليكم اني عراقي بس احب اوضح نقطه شفت تعاليق الاخوان من  السعوديه هيه مباراه كرة قدم وانتهت ومبروك السعوديه بعد اليش اهل حقد المو طبيعي علينه وقريت بعض تعليقات الاخوان مدخلين الدين بنص كره القدم هيه مباراه  دقيقه وانتهت بعد اليش اهل حجي زايد,0,,
qej8hvq2lZo,بايباي مانشستر يونايند,0,,
qej8hvq2lZo,نزل مقطع من الصفر لو سمحت,0,,
qej8hvq2lZo,ارنولد  ساخبر الله بكل شي,0,,
NWsNVfHsuF0,لا ليه خسروا العراق كنت اشجعكم,0,,
qej8hvq2lZo,الحمدلله  مع إشبيلية,0,,
oeNHYAiggks,ياخي ليه فانزات بور البنات كريهين حتى اسوء من فانز البتس,1,1,1
qej8hvq2lZo,يتكلم ولا يبالي,0,,
u8Y9W0rFGZU,انكر الاصوات واقبح الشخصيات,1,2,1
qej8hvq2lZo,هـ القم,0,,
NWsNVfHsuF0,شكرا يونس محمود خليت المنتخب يشد حيله,0,,
qej8hvq2lZo,صياحك طرب,1,1,1
EF9RniqmCzM,كل كلامك صحيح  لاكن مبارياتها ممتعة و لاكن المهم الفوز و ليس امتاع الخصوم كمدريدي اتحدث,0,,
qej8hvq2lZo,لازم تعتزل اليونايتد,0,,
NWsNVfHsuF0,الف مبروك لسعودبه انا اشهد ان هذا الحكم ما يستحي,0,,
u8Y9W0rFGZU,لا عبالك هاي المشاهدات علمود وجهك المايصعد ماي لا بس هاي جاي يضحكون عليك من يشوفون رد فعلك ع مباراه وتسولف ذني سوالفك وضايج,0,,
u8Y9W0rFGZU,هل شاهدت دل اكثر من يلي يعيشه النعيمي,1,1,1
qej8hvq2lZo,واصل مبدع يا اسطوره,0,,
qej8hvq2lZo,يبوي اغلى ظهيرر ومناافس دي بروين ف الصناعات الكسندر ارنولد ف الليفر و انجليزي شكلك نسييته,0,,
qej8hvq2lZo,بلعنا ٧ يا حج,0,,
qej8hvq2lZo,ليفربول عنده ثلاثه انجليز قوميز و ارنولد و هندرسون,1,1,1
NWsNVfHsuF0,منتخب الواسطات,0,,
qej8hvq2lZo,خلطوكم خلط الهم تشماته,1,1,1
u8Y9W0rFGZU,لك الك عين تنبح لسا وتلبس تيشرت البايرن ولسا بتقول حظ نقلع,1,1,1
qej8hvq2lZo,"من كان له تاريخ سيعود حتما سيعود 
عدت بعد عودة رونالدو للمانيو",0,,
u8Y9W0rFGZU,لابس قميص البايرن أقسم بالله ما عندكم كرامة,1,1,1
qej8hvq2lZo,طيب فإن دايك بالع من استون فيلا سبع اهداف,0,,
NWsNVfHsuF0,العراق صار مهزلة الدول,1,1,1
EF9RniqmCzM,عادي لو فريقي ممل ويفوز اهم شيء نتيجة,0,,
qej8hvq2lZo,يا ابو راس مربع,1,1,1
qej8hvq2lZo,شوف الهياط في البداية,0,,
u8Y9W0rFGZU,النعيمي وسخ هوه وناديه تحس ان الريال اخته وامه,1,1,1
u8Y9W0rFGZU,اكثر شخصية كريهة شفتها في حياتي,1,1,1
qej8hvq2lZo,صوت وجب التحذير,0,,
qej8hvq2lZo,الي ينرفزك ابعد عنوه,0,,
qej8hvq2lZo,ذبحني لم قال انته عباره عن خره,1,2,1
