Comment,Toxicity,Type,target
يع يعع نخلص من ايفانكا وروى الصبان ونجي لهذا ميوت للكليجا والقصيم شهر,1,2,3
الأسوأ من المراهقات الي بالهاشتاق الا الخرفان الي حاطين صورهم ويتميلحون يعني اني احلى منه,1,2,3
ثم والله عيب وقلة حياء فعلاً الرجال جاي يترزق الله وانتو كرهتو عيشته على طول شهرتو فيه واضح من تصرفاته انه قرفان من المبزره والهمج اللي عندنا متى بس الله يفكنا من الأشكال المتخلفه ذي,1,2,3
عاوزه الدبحواسمها حكومةوزيرة الهجرة المصريين بالخارج عايزين يصوتوا بدمائهم ويبحثون عن مشرطلأ وانتي الصادقة ده احنا بنبحث عن ساطور نطير به رقبة امثالكجرى ايه حاجةصوتوا عليكي ساعة وسكتوا يا شيخة,1,2,1
"يا نائحة خلاص انكشفت دناءتك حتى الناس العاقلة لم تعد ترد عليك ، ولا يعزز لك إلا بعض كلاب الحمارين ، نشتاق لرؤيتك لنكرمك",1,2,1
مسوين فيها مؤدبين نسيتوا انكم تخقون حتى عع الشغالة يالله انك تشفيهم,1,2,3
أحنا شاردين من الفضائيات العربية القمامية لا قصة ولا محتوى يحترم العقل والمنطق وهمجية ع طول مايبغالها تفكير  علشان لايغثوني ولو فيه خدمة حذف حذفتها,1,2,1
فضحتونا ياخفيفات كم وحده شوهت سمعتنا كـبنات وجعلتم العالم يظنونا جميعآ اشباهككم,1,2,3
مدري متى نفتك من ورعنة اصاحب المنتاجات والله ولا مسلسل تركي بعض المقاطع عيب عيب تأدبو,1,2,1
الواحد ماعاد يرتاح معكم قبل فترة الرجال طايرين مع بنت ترامب فشلونا واللحين البنات طايرين مع بايع الكليجا صدق انكم شعب مسعور ومو شايف خير الله يخارجني من مجتمعكم المتخلف هاذا على خير كرهت الحياة منكم,1,2,3
كيف ماهزت شعره من رؤوسكم وتميم والوزير نامق يلفون العالم يبكون يقولو سوف يتم غزو قطر النباح تركناه لكم في قناة الخنزيرة فهي لسان تميم القذر وإذا محنا كفو كيف انتهى الحال بكم كذا,1,2,1
الشباب قايمين ع البنات ليش خاقين ع المز ذا طيب نسيتو بنت ترامب  لمن صرتو خرفان عندها   لا وبعد فيه خرفان حطو لها شيلات,1,2,3
ترامب  دفع  ألف دولار لنجمة أفلام إباحية تردد انها أقامت علاقات جنسية مع ترامب قبل توليه منصبهفي بيان نشرته وسائل إعلام أمريكية إنه استخدم أمواله الشخصية لتسهيل الدفع السري ؟  فلوس الخليج وسلمانكو  البقرة الحلوب,1,2,1
ولاد عبد الناصر مليارديراتولاد السادات مليارديراتولاد مبارك مليارديراتولاد الوسخه واقفين يهتفوا للعسكر,1,2,1
الحيوانات ذي وشبها  ماغلطت ع السعودي ياما للعنه,1,2,1
روح عند شريفه ولا ليه تروح هم غزوكم وسط ديرتكم,1,2,1
وينهم عنك امريكا قبل النفط وعن غيرك؟ السعودية قبل النفط كانت بتعاني من مجاعة مافتكرت فيه بلاش عبودية,1,2,1
ه لانها ماغدرت فيكم شريفه بس تقتل إخواننا السنه برضو شريفه الله لايبلانا,1,2,2
يا ثقل دم بنات المتوسط و الثانوي,1,2,3
ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساءويجيك واحد يقولابي وحدة تفهمنيخل تفهم نفسها بالاول ع,1,2,3
أقول تركي كل بعر  أنت وربعك والذباب الإلكتروني دليم الفلس جعلك تفدى قطر وثرى أرجيل أميرها تميم المجد وشعبهيا الضفعه حتى المتوت نعمة اللهباذن الله تعالى  كاس العالم فقطر,1,2,1
أمَّـةً ضَحـكَت مـن جَهلهـا الأُمَمُ,1,2,1
أسأل الله بحوله وقوته أن يحفظ عليه دينه وأن يكفيه شر فتنة النساء  وأن الله يرزقه بالزوجه الصالحه اللي تفسح قلوب اللي صورنه فسح ومن هول الصدمة تجيهن سكته  سؤال للبنات اللي يصورونه من فتح غطاية الصرف صحي عنكن وخرجكن  آش الرخص والقرف اللي أنتن فيه ؟,1,2,3
شعب غريب  يدخن بـ آلحمام ويبول فـ آلشارع,1,2,1
فيه  فكرت أبيع كليجا  لكن خايف الأسبانيات يخقونلأني أجمل منه  الله يعين اللي يشتهر بين بنات  أيامه تعيسة,1,2,3
تعلم أن الموفد الوهابي الذي وصل لبنان قادم للنباح ضد حزب اللهخلال أسبوعين تم تركيز البيت الأسود على لبنان بزيارة معاون وزير الخارجية ساترفيلد استمرت أياموهل تعلم أنه عندما كان سفيراكان منحاز ضد حزب اللهوهل تعلم أنه كان على علاقة سريةمع سورية,1,2,1
أشعر بالإشمئزاز والغثيان عندما اتذكر أن سليطين الطرطور هو من يريدونه  أن يكون حاكمًا لـ  لن نستبدل الذي هو أدن,1,2,3
ما عندك جمهور اصلن نصهم يشجعون الوحدة يا طحلب,1,2,1
قلبنا يابنت خلينا حلوين يعني انتم وش يجملكم غير الميك اب,1,2,1
سبت البت الي بتحبها وجيت ترتبط بيا أنا    اه ما هي الي قلتلي شوفلك كلبة,1,2,3
الله يفضحكم من بنات عز الله ماربيتم,1,2,3
يفكر بعقل شوي ترا محاسبين والله على هالسخافهوبعدين لما ترفعون عليه تاق وش صار ؟ تغير فيكم شي ؟ زاد فيكم شي ؟ والله صرت استحي اني اقول هذول بنات السعوديه اجتمعت عندهم قلة الادب والوقاحه,1,2,1
"انتهى وفشل خلاف الخليج الخائن وأرجعت الخنزيرة البعض من مشاهديها اللذين خذلتهم كذب هذه القناة والآن تدخل هؤلاء الصهاينة في بيوتنا من جديدقاطعوا الخنزيرة، قناة الصهاينة في المنطقة العربية",1,2,1
مرده السحل في شوارع الدوحة وعلى يد ابنائها الشرفاء الذين لم يرتضوا العار والانبطاح للمجوس والترك الغزاة,1,2,1
الله يلعنها ويلعن نوعيتها شوي وتبكي وتحضنه لابوك ولابو نوعيتك يالساقطه تبارك الرحمن تفو ع هالصوت المخيس والاسلوب الزق لعنه,1,2,3
القناه تافهه وسطحيه الظاهر ماعندهم شغل ولا مشغله الا مظاهر الناس واشكالهم قبل اسبوع جايبين الطفل يزن والحين جايبين هذا   سطحية وتفاهة الاعلام وين واصل من هالإنحطاط وربي شي يفشل,1,2,1
الله يقلع البنات الي مافي وجههن حيّا يمال القوم الي تاخذتس انتي وياها,1,2,3
انت ايش رأيك  تبي  الأجانب  تجلس  على  قلبك  والشباب  السعودي  عاطل  يا الشايب  من جد  انك  ذكي,1,2,1
انتو آخر ناس تتكلمو عن العنف المدرسي ما نعرف نحمي اطفالنا من ضرب المعلمين يا فاشلين لو تعرفو تشتغلو زين كان ما لغيتو قانون منع المعلم من ضرب التلاميذ هزلت وكل المدرسات مبسوطات لانه يقدرون يطلعو حرتهم ف الاطفال لكن الادعاء العام موجود وما نحتاج لكم,1,2,1
"فشلتونا  انا براءٌ من هكذا مجتمع مقزز ،",1,2,1
إن ما يفعله الفرس  في سوريا شهاده للتاريخ بأنهم أعداء للمسلميين وقتله ولا ينتموا للدين اسلامي بصله,1,2,1
صدق من سماهم ضفادع,1,2,1
سرقوا الكورة من كيسكم يا طحالب,1,2,1
مجتمع فاضي وعقول سخيفه وانحطاط في الفكر والاخلاق,1,2,1
نوعيه البنات الي تستحقر البنت؟عشان اصلها ولا لونها ولا شكلها ولا حالتها الماديه ياعزيزتي ترا كلنا من تراب لتراب ياتراب وكلي تراب,1,2,3
احمد ربي أن اكرمني بإلغاء متابعتك من بدري منذ أن صرت تتميلح وتبحث عن الشهرة واتجهت إلى الليبرالية ياأنك غثيث بشكل غير طبيعي,1,2,1
الصوره هذي اكبر من تاريخك ياطحلب,1,2,1
المتوسطه مشكلهالوحده من تبلغ تقعد تمحن ع طولراحن اللي يتدرجن بالصياعه,1,2,3
صراحه الحين ابوي مشدد علي في اللبس ولون العبايه قبل ابدا م قد تكلم بس كله بسبب اخواني القحاب لذلك بكتفي بالسوداء حالياً لين ينسى الموضوع,1,2,3
الله يسامح اللي سمح للحريم يدخلون الملعبمنظر مقرف,1,2,3
ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساءويجيك واحد يقولابي وحدة تفهمنيخل تفهم نفسها بالاول عشان تفهمك,1,2,3
ي رجال اتفرج وهذا الفرح عالفيحا والله وهذا وهم مباراه وحده انسحبو الدوليين لو تبون فضايح ترى عندي ي طحالب استرو انفسكم,1,2,3
لحظة لحظة ؟ على اساس الاتراك ميتين عليك ؟والحمدالله انتي وامثالك ماتتابعون تركي عشان ماتكرهوننا بالأتراك وتصير مسلسلات لحجية امثالك وعبيد كورة,1,2,1
انتم لولا حمايه الروسي الشيوعي الملحد ودعم النتنياهو  ياجيش ابوشحاطه كان احرار سوريا الشرفاء اكلوكم وخلصوا عليكم من زمان لما حجروكم علي الساحل  ياعيال الخنزيره   جيش الكبسه لو التفت عليكم مسح فيكمالبلاطه,1,2,1
افا ي بنات  وانا اقول البنات شحليلهم مايتخرفنون ثقال  طلعتو اخس من العيال,1,2,3
انا بنت بس اشهد معكم بذا الهاشتاق جد ان البنات خرفان,1,2,3
اللي يرفع ضغطك انهم متجنسات ويطالبون على انهن سعوديات وسب وشتم واحتقار سلامات ؟؟ أتمنى مراقبة وتتبع حساباتهم وسحب الجنسيه السعوديه منهم روحي طالبي في بلدك اللي تبينه,1,2,1
هؤلاء هم عملاء الصهاينه العسكر الجدد الخسيسي يستعمل مطارات العدو الصهيوني لقتل ابناء شعبه الآن عجز الصهاينة وهروبهم من ساحات القتال شجع هؤلاء الخونة على قتل شعوبهم بالنيابة عنهم,1,2,1
وانت مال أهلك قلبك علينا  ما تشوفي بلدك,1,2,1
كل خراك يالسعودي مسويلي فيها انك قطري يالهيس,1,2,1
بالضبط يبن موزه كلمات هتلر  وكأنه يقصد طميم الذلالذي جعل موطنه وشعبه مذله تحت اقدام المجوس والاتراك المحتليين لارضهوتحكم بيد عزمي بشاره ومفتيكم القرضاوي,1,2,1
الهندي قاعد يثبت للمعزّب إن الخروف صار صديقه حتى ما يذبحه  يذبح,1,2,1
استفهام بعقلي الحكومة ع ايش تعطي الممرضات السعوديات رواتب كل ما اجي الطواري فاردات مكاويهم ع الكراسي ويقلبوا بجوالاتهم والفلبينيات زي النحل يلفوا ع المرضى ماتسمع ضحكهم الا اذا جاء خويهم وواوو الكيوت ويبدأو يتميلحوا ويضحكوااتفوو,1,2,1
مره اوفر البنات اللي يصورون ويتجمعون عنده سلامات وش ذا  رموا الدين والحيا والعادات عرض الحيط  الله يعافينا مما ابتلاهم الخفيفات,1,2,3
بعض المتخلفين فكرياً الي فاهمين التحضر والتطور انه قلة حياء وانحلال خلقي وديني وانه شيء طبيعي الي سووه البنات ويقارنون بحوادث حدثت من اشباه رجال امثالهم واشتغلو بالهشتاق مسوقين لبايع الكليجا  عيب عيب عيب وشيء مقرف توصلون للمرحله هذيافهموها,1,2,3
انت حتى الاسماء ماعرفت تنطقها وجاي تتمسخر على البنات ؟على الاقل يعرفون ينطقون يعرفون كيف يحللون  مااستخفوا دمهم مثلك ومثل وجهك الغثيث اللي يجيب حومة الكبد  بعدين استرجل ياللي تحب الكورة يالفلة انت,1,2,3
لصاحب     طول بالك معيهناك معادله بسيطة يجب ان تفهمها انت و  المعادلة تقول ضفعة الاخوان   ضفعة اليهود  الناتج      بتجيكم في الاختبار اخر سنة ٢٠١٨ لا تنسونها,1,2,1
يالله صباح خير لا شر فيه  اعتقد انتهينا من نظام تدور الشهرة على ظهور البنات من عهد ابراهيم صالح ناهيتكم عن الاسلوب الوضيع بالطرح وكأنه اسلوببالله فكونا تكفون من هالأشكال وبعد يومين تصايحون علينا تريند حملة تبليك مشاهير وجعلتوا من الحمقى مشاهير,1,2,3
يقطع بليس البنات أحرموني من الروحة للجنادرية گنت باروح لأني أحلى منه بتگة أو تگتين ولا أتوگل ع الله وادق اللطمة بس,1,2,3
قسم بالله شكلو عادي جددا مو لدرجة الوساامهياخروفات,1,2,3
"مع أني من صغري أشجع بوكاجونيورز لكني لا أكره الغريم التقليدي ريفربليت وأتمنى عودتهم باسرع وقت، للأسف أكثر المشجعين بلا أخلاق وكرهونا في كرة القدم",1,2,1
عمى بعينك انتي وياها يا قليلات الادب فصختوا الحياء عشانه حلو طيب وحلو وبعدين لو كان الولد متزوج او خاطب او مملك وخرب بيته بسبتكم وش بتسون؟ مخفات قسم بالله ما فيه لا حياء ولا تربيه,1,2,1
قلة حياة والله الولد مستحي وهن باقي شوي ويغتصبه,1,2,3
يعلايصدقون نفسهم قسم الفراشات والغوازي,1,2,1
أول كنا نقول فيه من الشباب خرفان وما ندري أن فيه من البنات نعاج,1,2,3
ايه المشكله البنات ماعاد يستحن هذا الي قاهرني  يعني ماتربو ولا كذا تربيتهم,1,2,3
"لما تنسحب البطولة منكم إن شاء الله   بيي وبناقشك زين  ، بس دخيلك لا تطلعلي أعذار نفس ويهك  لأنه السبب الوحيد بسحب البطولة هيه دعمكم للارهاب ياا إرهابي الحمدين",1,2,1
لن يهدأ لـ إعـ ـلام  بال حتى يأتوا بالفريق  الذي حقق كأس ولي العهد الاخير بعد أتعس فترة عاشها  سنوات الضياع  أرضاً يحرقون أرض الاتحاد ليزرعوا ما يناسبهم حصاده من جديد لكن هيهات لهم بعد ان انكشفوا,1,2,1
زوران الي مصخرنا وسيد الانديه المتذيله علينا زوران الي انقذه ايالا ب ١٢نقطه زوران الي سبب مشاكل واتهم حسين علشان ابن جلدته راح حسين ومازال التمصخر من الانديه الهابطه مستمر بسبب غباء زوران الي سيدها علينا كارينو حماسي جالد الصغار والكبار والا الظاهر عجبتكم مصخرة الانديه,1,2,1
قلت لك انت طيب خساره تشجع,1,2,1
الله يرحم أيام ما كانت البنت طالعة لأمهابتعرف تطبخ هلأ طالعه لأبوها بدخن وبتأرجلونفس الشوارب,1,2,3
اعقل يافقرواي لايجلدونك زي ناديك,1,2,1
الهندي قاعد يثبت للمعزّب إن الخروف صار صديقه حتى ما يذبحه  بابا خلي خاروف مسكين,1,2,1
وع طعس بدوي ريحة,1,2,1
استحو استحو الدنياء ماهي نافعتكمطلعتم يالحريم خوريفماع,1,2,3
مجانين شعب ناشف مو شايف خير وعينه فارغة ه,1,2,1
اخي اي ملك عرب وأي بطيخ تخسي إلا انت وال سلول,1,2,1
من العام اشوفه يبيع ويسترزق الله حاله حال نفسه سالفه التصوير والتشهير فيه قله أدب اللي قاعد يصير البنات م عاد يستحو,1,2,3
القبض على الارهابي من قرية كرزكان محمد صباح خلوه يخيس في السجنشكرا رجال امنناامن مملكتنا خط احمر يا مرتزق ايران شحوال بعد,1,2,2
ليت لي سلطه عشان امسك هالبنات واسجنهم بغرفه اربطهم واجيب صراصير افكها عليهم الين يقولون عقلنا او يجنون مره وحده قلة حيا,1,2,3
اهو ينفع كدا باقه تخلص كدالأ لأكوسوم ام تي ان,1,2,1
اخونجي لا يقدر الا على النباح,1,2,1
اخونجية الفقر,1,2,1
احنا رئيسنا يلبس إلى عايزه والي عنده مرشد منقلب يلمه والسلام عليكم ورحمه الله وبركاته,1,2,1
تصاريح البزران طقني و طقيته سبني و سبيته اكبر ولا هاذي بيئه الاهلي ما تتغير,1,2,3
قليلات ادب,1,2,1
واضح شفناكم في اسيا وفي الدوري تنعدون بالاصابع انتو جمهور فوز فقط,1,2,1
اكتشف ان البنات استخفو كنهم ماشافو رجال ولا انهم بمجاعه الله لايبلانا اثقلو  وصلتم لمرحله تفشل وش يقولون الناس عنكم لحووج ماقد شافو رجال ما الومهم لاقالو ماعاد فيه حيا,1,2,3
ودي اعرف البنات اللي مجتمعين عليه وين ابوهم امهم إخوانهم وش قلت الحياء ذي,1,2,1
"زي الوضع اللي صار مع الصخله فوز الفهد والصخله الثانيه شيلاء سبتشعب مشفوح من الاخر ، حلو ما اعترضنا بس تو متش اللي يصير",1,2,1
الرجاله ملهاش أمان,1,2,3
يابنات مو للدرجهه هذي,1,2,3
قليلات ادب مشفوحات فشلتنا الله يفشلكن,1,2,3
اذا قلنا لهم ضفادعع,1,2,1
يا هووه انتم في ملعب هذا مو مستنقع  يا ليل وربي أكثر حيوان مظلوم هو الأسد,1,2,1
اقرا التاريخ ياطحلب  قبل لاتتكلم على اسيادك,1,2,1
ازفت اشي تشوف بنتين بيتمايعو قدامك يع,1,2,3
"اما الهندية جلطتني سالفتها من زينهاهي وغمزتهاعلى الاقل بناتنا يوم انهبلوا ،،انهبلوا على ولدنامنا وفينا،مو امريكية وهندية،،صح عيب اللي سووه بس ولدناانا اوجعني قلبي بس على سالفة بايع الكليجايوم شفت الخبربالعربيةبكرا بتصيرزي سالفة ايفانكا ع",1,2,1
تقريبا علشان بتوع النصره المرتزقة اللي دفع دم قلبه عليهم,1,2,1
متبصش عالصورة اللي ورا اوعى تاخد بالك من علم السعوديه المهم الخليفة غان,1,2,1
بنات بلا قلة حيا استحوا على وجيكم زوجي ذا يلا انتِ وياها مناك,1,2,3
من يومهم الهنديات متخلفات وسليطات قرف يقرفهم,1,2,1
احا علي الرجاله طيب ولما هي تريح نفسها بايدها انت فوقيها بتعمل ايه بتتفرج وتهيج عليها كسم كده,1,2,3
الاغلب من  الاطباء العرب يسحب رجوله ويجي متأخر ولا يحترم المرضى حتى  والادارة كذالك كانها خايفه منه ولا تعاقبه,1,2,1
الهندي يثبت للمعزّب إن الخروف صار صديقه عشان مايذبحه,1,2,1
ومن درامات البنات ام جلحات الوراء نعم ي استاذمعانا ولا نايمةة؟لا معاكم طيب اذكري لي واحدةة من ادوات التعجب؟اشياشي عليكي انتي اطلعي بره ي حيوانة,1,2,3
دام اللوبي القذر مازال شغال في كرتنا وتروح تلاعب لي ٦ من الدلال أساسين في المنتخب لن ولن احضرولا يشرفني احضر لهم وعاد بلوتو مكمل الناقص,1,2,1
"والله ترى مااشوف له داعي يوم كل البنات طايحين عليه،وترى قسم عيب وقلت حياء،اللي جالسه تتغزل فيه، وبجماله ولا استحت حتى، بالله هذا الكلام تقدرين تقولينه قدام اخوك وابوك؟؟ اذا كنتي عادي تقدرين وعادي عندهم يسمعونه منك،اسمحي لي ان اللي عندك ماهم رجال ولاعرفو يربونك",1,2,3
سوريا واليمن وقطر وليبيا وفلسطين ممنوع يحجوا لانهم اختلفوا معهم بالسياسه  الله اكبر  اليهود ماعملوها,1,2,1
بالفعل شر البلية ما يضحك أنتم اخر من يتكلم عن الكرامة يا عديمين المروئه دمرتم وساعدتم الاخر في سحق كل جميل في وطني  تف عليكم يا وصمت عار الزمان  عدو الانسانية,1,2,1
يا امة ضحكت من جهلها الامم,1,2,1
من أي زباله طالعين هاالمعفنات,1,2,1
لا تتكلم عن الدورى معروفين الطحالب كل  سنة دورى,1,2,1
"اللي يصير منجدكم انتم؟؟ لما الشباب تخق البنات تقول فشلونا ولما البنات تخق الشباب قالو وفشلونا هيه ترى كلكم غلطانين محد،احسن من احد عييب والله عييب فشلتونا بين العربان وش ذا المهزله ؟؟ تباٌلكم جميعا من جد ناس تافقهه الحمدلله والشكر بس مالت عليكم كلكم",1,2,3
أبو بلاش كتر منه وكتر من السرقة الغاز غاز اليمن ولد زايد ولد سلمان وأبوه حاربهم علشان عينهم على خير اليمن الحرامية وش اترجى منهم الود ودهم يسرقون قطر والخليج كله بس امعصي على شواربهم اللي مب على راجل  جعل بطونهم  الشق,1,2,1
تفاعلو يا كلاب وكلبات تفو عليكمهذي الكلبة للبيع,1,2,3
آلهة الكفار,1,2,1
من يوم جت قصة التعنيف خربو العيال والبنات اول كان ينضربو اذا غلطو وطلعو الحمدلله ناس سويين ومؤدبين ومحترمين وربو اجيال ترفع الراس حاليا مع التعنيف والبلبله والفضايح طلع جيل الله يستر منه لا احترام ولا ادب ومخدرات والعيال ناعمين والبنات العكس,1,2,1
ليش تقول يا خدمي ثمن كلامكانتوا كذه يـ تطولون السنتكم وتنسون ان الناس تعرف ترد,1,2,1
طيب خلينا من ذي ماستحيتي من نفسك وانتي تكذبين وتقولين انسابكم سعوديين؟ يمنيه ياوصخه ياشرذمه الله مايحب الكذاب ليش بس التلزق والاحتكاك والكذب ياحفيدة ابرهه؟,1,2,1
وش فيهم الباكستانيين يابهم جمال بعد بعدين شدخل بنات القصيم الجنادرية بالرياض واغلب هاللي مصورين ويراكضون وراه بناتهم,1,2,1
في الرجال فالنساء ناقصات عقل و دينمن لبنا الجربوني إلى إسراءالجعابيص إلى,1,2,3
الرجال صاير يستحي اكثر منهم المصيبه اللي طالع صوتها وربي كبيره وشكلها متزوجه ومخلفه بعد  يع وش هالوقاحه,1,2,3
مصرية شرموطة جوزها مسافر وكسها تعبان تغوي ابوه يلحس كسها وينيكها بعنفولا اروع لا يفوتكم,1,2,1
تو متش صار ترند  بعدين اللي يسبون في البنات هي ترا ما سووا شي بس عشان علقوا وقالوا جميل ؟ حسستوني انهم متصورين بحضنه,1,2,3
الحياء شعبة من الايمان لكنه انعدم وللأسسف بوقتنا الحالي الرجال يبيع وبحاله وانتم تلاحقونه ؟؟ اللهم لا تؤاخذنا بما فعل السفاء منا ولا تبلانا يارب العالمين,1,2,3
شعب مريض نفسي حتى بالتويتر الكل شايف نفسهوعند البنات خرفان وعندي شيوخ ملطلطين,1,2,3
ان الله جميل يحب  الجمال بس موكذا يابنات الله يهديكم اثقلو فضحتونا,1,2,3
"ههذا لو رئيس الهيئه ماله شغل في الانديه ولا له شغل في البطوله ويخلي الانديه تتنافس مع بعضها  أأكد لك ان النهائي بين الباطن والفيصلي ، لكن ثق ان النهائي بين الكبير الاتحاد والصغير",1,2,1
وشفيهم الزهارنه ع قولك ي وجه العنز,1,2,1
انا ما اروح الجنادرية بسبب هالمصخره تجمعوا عليه كأنهم ذبان وما خيلوا واستحوا ولا شي,1,2,1
حريم قحيب ذابحتها المحنه,1,2,3
بفكر اعمل جروب كفر وفجور كافر  كافره ملكه مسيحيهمنقباتلو وصل ٥٠ رتويت هعمل الحروب واضيفكم مفيش دخول للجروب,1,2,2
ـ  ُـ  أ ـُ,1,2,1
حسبي الله فشلتونا حسستوني ماعمركم شفتو احد حلوو مسخره والله ماعاد في حيا الرجال استحى وانت وقحات حطو نفسكم مكان حرمتوو يا تافهات,1,2,3
فضيحة الخوان المسلمين على قناة عزمى بشارة مناظرة بين الإخوانجي الحمساوي ومحلل إسرائيلى ليرد,1,2,2
الله يبثر هالبنات ازعجونا من ٣ ايام بس ب اعرف الاهل فينهم عن دا الاشكال,1,2,3
بنات هدو اللعب واضح ان عنده من يملى عينه بلا قله ادب  واللدليل مايشوفكم شى,1,2,3
"ياشين هالنوعيات يعني اني انا الخقة الإسلامية، وابتسامتي ستقتلكم خقوا جميعا",1,2,3
اقل من عادي ومو حلو وقلة حيا في البنات احس انهم بنات متوسط اتفشلت ومالي دخل الله يفشلكم وش ذا القرف,1,2,3
صوت البنت استفزاز,1,2,3
المرأه ناقصه عقل ودين مع بائع الكليجا؟الرجل عقله كامل وكامل الدين وايفانكا؟؟نعيب زماننا والعيب فينا هالفئتين شباب وبنات قبحكم الله,1,2,3
مجتمع متخلف,1,2,1
حتى الشعب اتوقع يحتاج تعقيم  من هالنظام الزفر,1,2,1
اللي خاقين عليه ويقولون وسيم من جد عادي جداً ولا اشوف فيه جمال  واذا نقول مثلا جايين عشان الكليجا ترا ماهي طعمه لدرجة هالتجمهر  البنات صارو مخفه يخقون ع ريحة رجل,1,2,3
البنات لازم ترفعون من مستواكم صرتوا تفشلون,1,2,3
هذا الرجل تجده في خراب آخريتنقلون من مكان تصوير الى آخرعملاء الامريكان والصهاينه يتعالجون في داخل الارض  المحتلة وتحتحماية المجرم ناتنياهو قضينا على دواعش العراق ولم يبقي إلا المشوار للقضاء على هؤلاء المرتزقة من جيوش الكاميرات والتمثيلسمعنا هذا الصراخ في العراق ايضاً,1,2,1
اتخسى انقلع  حوثي قات,1,2,1
"مافيه اي احترام للمحاضرة، البنات اللي جالسين جنبي فصفص وحركات  وين يابو الشباب المشكله حمت كبدي من الريحة  مدري كيف بفاتحهم بالموضوع",1,2,2
بدو ياجاهلين البداوه تصويري,1,2,1
ياشينك تكفا وحاطلي تعداد بعد  ماهي من الرزانه ولا العقل ولا منطق ابدا  بنات يتجمهرون ع رجال مافيه اي حياا لدرجة صار يغطي وجهه لو هو مسوي العكس كان قلت تحرش يالنسونجي,1,2,3
القبض على الارهابي من قرية كرزكان محمد صباح خلوه يخيس في السجنشكرا رجال امنناامن مملكتنا خط احمر يا مرتزق ايران ش,1,2,2
الولد الكبير دلوع الأمالبنت الصغيرة دلوعة الأبالوسط يهودي من بني قريضه ه كل واحد يكتب ايش ترتيب,1,2,2
اكثر شي يستفزني بهالحياه الى متى هالعقليه بالمجتمع والله لو بيدي لاسوي محرقه لهم مثل هتلر باليهود,1,2,1
ي شين غيرة العيال بس  الاسبوع اللي فات يوم تخقون على غمزة الهنديه ماقلنا شي وخقينا معكم٠ويوم شفتوا البنات خقوا على,1,2,1
خرا,1,2,1
"الابتذال،، قمة الشفاحة،، قمة الرخص،، قمة الاستهتار،، لا يوجد اي مبرر بالكون لهذه التصرفات عزّي نفسك يارخيصة تحسبين بيطالع فيك وانت رامية نفسك انتي والسلق اللي معك؟ رسالة للاهل ربّوا العفن اللي تخرجونه للأرض",1,2,3
هذا شكله طحلبي متنكر,1,2,1
هو مايدري عن فلكلور عرقي وسوري يدري عن رعايه الحيوانات فقط يلا لاعاد  نشوفك هون ولك,1,2,1
هل تعلم أكثر ما يفرح الانثى القصيرة هو أن تشاهد انثى أقصر منها,1,2,3
حق تصورينه وتنشريها؟ للدرجه الرجال خجل وهي ولافكررت؛نسسأل الله السلامه من قلة الحياء اللي صايره هااليوومين,1,2,3
ويزعلون اذا قلنا عنهم ضفادع,1,2,1
"ولو ولد صور بنت قوموا الدنيا وقعدوها ، تباً لمجتمعنا الذكوري",1,2,3
بلاهم خدام البحرين زمان ولحين خدام شريفه ولعصملي ياخونا  مب منكم حليب لحمير لعب ابحسبتكم,1,2,1
ي طحلبي ي عزيزي مشكلتك ما تفهم بذي الامور توك من سنتين تنافس نعذرك بس كلام القيامة فعلاً كلام واحد متعصب من حق اي نادي ينافس ويستغل الظروف اما الاهلي فصدقني انت اخر من يتكلم عن الظلم لان لو نتكلم جد انت مكانك مع الوحدة والحزم فرجع لمستنقعك ايها الضفدع المقهور,1,2,1
انا عفاشيه ماني مثل العبديات هذيلا,1,2,1
من اسخف مارأيت هشتاق ترند لرجل عادي جدا خير يابنات وش الهوس الى صاير فيكم  لو تشوفون قرد بتخقون عليه ارتقو شوي واثقلو,1,2,3
شاب يترزق الله وبنات ماتربو للأسف,1,2,3
ترا محد بخاق عليك  على ان مجتمع ذكوري بحت لكن ما قد شفت مثل وقاحة وقلة حياء بعض البنات,1,2,1
سخافة كيف يفتحونه للاجانب قبل سكان الامارات؟ منو بيحضر الحفلة يعني  هم اولى عننا؟,1,2,1
وجع ما عاد فيه حياء هوا استحى وأنتن لا,1,2,1
ذي صايرين بنات يقهروني بصرفاتهم بايخة انا استحيت مالي دخل أبد مافي خصوصيه حسيت إنكم ماقد شفتوا خير من جد قرف,1,2,3
وتجيك بتويتر تكتب الشاب السعودي شهواني,1,2,3
قلة ادب ووقاحة و الداهية منهم امهات مربيات اجيال الله يستر من اللي جاي,1,2,3
البنت لحاله كأبه,1,2,3
"إنحطاط وضعافة نفس، شفت بنات ذليلات وتنابح ورى أحد عشان يشبكها بس أمانةً يهونون عند هالعيّنه  ما عاد فيه حيا ، صرنا نسمع بالحيا بس ف الواقع ما نشوفه  لهادرجه مرخصه نفسك تطردين ورى كل واحد حلو وتصورينه كنك سلقه تطرد ورى صيد  يع الله يعافي عنكم ولا يبتلينا",1,2,3
التاق قمة وقاحه وانحطاط فكري وأسلوب مقزز من بنات ساقطات فكرياًنسأل الله السلامه,1,2,3
